District code,District name,School code,School name,2020-2021 student count - year to date,2020-2021 attendance rate - year to date,2019-2020 student count,2019-2020 attendance rate,Reporting period,Update date
0970011,Newtown School District,0970511,Reed Intermediate School,585,0.97,561,0.96,June 2021,08/06/2021
0970011,Newtown School District,0975111,Newtown Middle School,623,0.96,680,0.96,June 2021,08/06/2021
0970011,Newtown School District,0976111,Newtown High School,1432,0.96,1499,0.96,June 2021,08/06/2021
0980011,Norfolk School District,0980111,Botelle Elementary School,72,0.95,67,0.97,June 2021,08/06/2021
0990011,North Branford School District,0990411,Jerome Harrison School,331,0.97,337,0.95,June 2021,08/06/2021
0990011,North Branford School District,0990611,Totoket Valley Elementary School,341,0.96,390,0.96,June 2021,08/06/2021
0990011,North Branford School District,0995111,North Branford Intermediate School,400,0.95,386,0.95,June 2021,08/06/2021
0990011,North Branford School District,0996111,North Branford High School,488,0.95,517,0.95,June 2021,08/06/2021
1000011,North Canaan School District,1000111,North Canaan Elementary School,240,0.96,245,0.95,June 2021,08/06/2021
1010011,North Haven School District,1010211,Montowese Elementary School,282,0.98,275,0.96,June 2021,08/06/2021
1010011,North Haven School District,1010311,Ridge Road Elementary School,378,0.98,397,0.96,June 2021,08/06/2021
1010011,North Haven School District,1010711,Green Acres Elementary School,349,0.97,352,0.96,June 2021,08/06/2021
1010011,North Haven School District,1010811,Clintonville Elementary School,342,0.98,336,0.95,June 2021,08/06/2021
1010011,North Haven School District,1015211,North Haven Middle School,745,0.95,738,0.96,June 2021,08/06/2021
1010011,North Haven School District,1016111,North Haven High School,951,0.96,992,0.95,June 2021,08/06/2021
1020011,North Stonington School District,1020111,North Stonington Elementary School,383,0.95,389,0.96,June 2021,08/06/2021
1020011,North Stonington School District,1026111,Wheeler High School,320,0.93,310,0.95,June 2021,08/06/2021
1030011,Norwalk School District,1030211,Brookside Elementary School,413,0.95,409,0.95,June 2021,08/06/2021
1030011,Norwalk School District,1030311,Columbus Magnet School,304,0.97,341,0.95,June 2021,08/06/2021
1030011,Norwalk School District,1030411,Cranbury Elementary School,436,0.95,443,0.95,June 2021,08/06/2021
1030011,Norwalk School District,1030511,Center for Global Studies,273,0.95,273,0.96,June 2021,08/06/2021
1030011,Norwalk School District,1030811,Kendall Elementary School,471,0.94,495,0.95,June 2021,08/06/2021
1030011,Norwalk School District,1030911,P-TECH Norwalk,396,0.92,368,0.96,June 2021,08/06/2021
1030011,Norwalk School District,1031311,Rowayton School,473,0.96,490,0.95,June 2021,08/06/2021
1030011,Norwalk School District,1031411,Tracey Magnet School,455,0.94,443,0.95,June 2021,08/06/2021
1030011,Norwalk School District,1032011,Fox Run Elementary School,359,0.96,387,0.95,June 2021,08/06/2021
1030011,Norwalk School District,1032111,Naramake Elementary School,346,0.96,366,0.95,June 2021,08/06/2021
1030011,Norwalk School District,1032211,Marvin Elementary School,400,0.95,428,0.95,June 2021,08/06/2021
1030011,Norwalk School District,1032311,Silvermine Dual Language Magnet School,460,0.94,492,0.95,June 2021,08/06/2021
1030011,Norwalk School District,1032411,Wolfpit School,319,0.95,311,0.95,June 2021,08/06/2021
1030011,Norwalk School District,1035211,Nathan Hale Middle School,600,0.92,617,0.95,June 2021,08/06/2021
1030011,Norwalk School District,1035311,Ponus Ridge Middle School,672,0.92,683,0.95,June 2021,08/06/2021
1030011,Norwalk School District,1035411,West Rocks Middle School,743,0.93,730,0.95,June 2021,08/06/2021
1030011,Norwalk School District,1035511,Roton Middle School,587,0.94,579,0.96,June 2021,08/06/2021
1030011,Norwalk School District,1036111,Norwalk High School,1439,0.86,1439,0.92,June 2021,08/06/2021
1030011,Norwalk School District,1036211,Brien McMahon High School,1690,0.87,1628,0.93,June 2021,08/06/2021
1040011,Norwich School District,1040811,Samuel Huntington School,303,0.95,353,0.96,June 2021,08/06/2021
1040011,Norwich School District,1041011,Transition Academy,21,0.87,20,0.92,June 2021,08/06/2021
1040011,Norwich School District,1041411,John B. Stanton School,335,0.95,314,0.96,June 2021,08/06/2021
1040011,Norwich School District,1041511,Wequonnoc Magnet School,265,0.95,264,0.95,June 2021,08/06/2021
1040011,Norwich School District,1041711,Thomas W. Mahan School,228,0.97,219,0.96,June 2021,08/06/2021
1040011,Norwich School District,1041811,Veterans' Memorial School,234,0.94,297,0.95,June 2021,08/06/2021
1040011,Norwich School District,1041911,Uncas Elementary School,257,0.94,268,0.96,June 2021,08/06/2021
1040011,Norwich School District,1042011,Moriarty Magnet School,418,0.94,382,0.96,June 2021,08/06/2021
1040011,Norwich School District,1045111,Kelly STEAM Magnet Middle School,652,0.90,634,0.95,June 2021,08/06/2021
1040011,Norwich School District,1045211,Teachers' Memorial Global Studies Magnet Middle School,406,0.94,406,0.95,June 2021,08/06/2021
1060011,Old Saybrook School District,1060211,Kathleen E. Goodwin School,325,0.98,344,0.96,June 2021,08/06/2021
1060011,Old Saybrook School District,1065211,Old Saybrook Middle School,340,0.98,364,0.96,June 2021,08/06/2021
1060011,Old Saybrook School District,1066111,Old Saybrook Senior High School,373,0.98,427,0.91,June 2021,08/06/2021
1070011,Orange School District,1070211,Mary L. Tracy School,192,0.97,191,0.95,June 2021,08/06/2021
1070011,Orange School District,1070311,Race Brook School,382,0.97,369,0.96,June 2021,08/06/2021
1070011,Orange School District,1070411,Turkey Hill School,311,0.98,296,0.96,June 2021,08/06/2021
1070011,Orange School District,1070511,Peck Place School,348,0.95,338,0.96,June 2021,08/06/2021
1080011,Oxford School District,1080111,Oxford Center School,346,0.96,381,0.96,June 2021,08/06/2021
1080011,Oxford School District,1080311,Quaker Farms School,297,0.95,328,0.93,June 2021,08/06/2021
1080011,Oxford School District,1086011,Oxford High School,519,0.96,522,0.95,June 2021,08/06/2021
1090011,Plainfield School District,1090111,Moosup Elementary School,285,0.93,311,0.95,June 2021,08/06/2021
1090011,Plainfield School District,1090311,Plainfield Memorial School,289,0.93,299,0.95,June 2021,08/06/2021
1090011,Plainfield School District,1090411,Shepard Hill Elementary School,294,0.90,297,0.94,June 2021,08/06/2021
1090011,Plainfield School District,1095111,Plainfield Central School,475,0.89,517,0.95,June 2021,08/06/2021
1090011,Plainfield School District,1096111,Plainfield High School,555,0.90,578,0.93,June 2021,08/06/2021
1100011,Plainville School District,1100211,Linden Street School,334,0.94,376,0.95,June 2021,08/06/2021
1100011,Plainville School District,1100411,Frank T. Wheeler School,279,0.95,281,0.96,June 2021,08/06/2021
1100011,Plainville School District,1100511,Louis Toffolon School,330,0.96,355,0.96,June 2021,08/06/2021
1100011,Plainville School District,1105211,Middle School of Plainville,529,0.93,540,0.95,June 2021,08/06/2021
1100011,Plainville School District,1106111,Plainville High School,673,0.92,679,0.94,June 2021,08/06/2021
1110011,Plymouth School District,1110211,Plymouth Center School,232,0.95,239,0.95,June 2021,08/06/2021
1110011,Plymouth School District,1110411,Harry S. Fisher Elementary School,298,0.92,316,0.94,June 2021,08/06/2021
1110011,Plymouth School District,1115111,Eli Terry Jr. Middle School,289,0.92,353,0.95,June 2021,08/06/2021
1110011,Plymouth School District,1116111,Terryville High School,382,0.83,377,0.92,June 2021,08/06/2021
1120011,Pomfret School District,1120111,Pomfret Community School,329,0.98,368,0.96,June 2021,08/06/2021
1130011,Portland School District,1130211,Valley View School,196,0.96,207,0.96,June 2021,08/06/2021
1130011,Portland School District,1130411,Gildersleeve School,288,0.95,304,0.96,June 2021,08/06/2021
1130011,Portland School District,1130511,Brownstone Intermediate School,196,0.96,195,0.96,June 2021,08/06/2021
1130011,Portland School District,1135111,Portland Middle School,210,0.94,205,0.96,June 2021,08/06/2021
1130011,Portland School District,1136111,Portland High School,347,0.92,363,0.95,June 2021,08/06/2021
1140011,Preston School District,1140411,Preston Veterans' Memorial School,267,0.95,260,0.95,June 2021,08/06/2021
1140011,Preston School District,1145111,Preston Plains School,139,0.96,147,0.95,June 2021,08/06/2021
1160011,Putnam School District,1160311,Putnam Elementary School,501,0.93,524,0.94,June 2021,08/06/2021
1160011,Putnam School District,1165111,Putnam Middle School,268,0.84,282,0.94,June 2021,08/06/2021
1160011,Putnam School District,1166111,Putnam High School,249,0.90,239,0.94,June 2021,08/06/2021
1170011,Redding School District,1170111,Redding Elementary School,446,0.97,423,0.96,June 2021,08/06/2021
1170011,Redding School District,1175111,John Read Middle School,333,0.97,354,0.96,June 2021,08/06/2021
1180011,Ridgefield School District,1180211,Veterans Park Elementary School,238,0.98,269,0.95,June 2021,08/06/2021
1180011,Ridgefield School District,1180311,Ridgebury Elementary School,335,0.98,343,0.95,June 2021,08/06/2021
1180011,Ridgefield School District,1180411,Farmingville Elementary School,298,0.98,279,0.95,June 2021,08/06/2021
1180011,Ridgefield School District,1180511,Scotland Elementary School,339,0.98,342,0.95,June 2021,08/06/2021
1180011,Ridgefield School District,1180611,Branchville Elementary School,340,0.98,353,0.96,June 2021,08/06/2021
1180011,Ridgefield School District,1180811,Barlow Mountain Elementary School,290,0.98,297,0.95,June 2021,08/06/2021
1180011,Ridgefield School District,1185111,East Ridge Middle School,539,0.98,558,0.96,June 2021,08/06/2021
1180011,Ridgefield School District,1185211,Scotts Ridge Middle School,537,0.98,556,0.95,June 2021,08/06/2021
1180011,Ridgefield School District,1186111,Ridgefield High School,1549,0.97,1576,0.96,June 2021,08/06/2021
1190011,Rocky Hill School District,1190411,Myrtle H. Stevens School,357,0.97,371,0.97,June 2021,08/06/2021
1190011,Rocky Hill School District,1190511,West Hill School,417,0.98,456,0.96,June 2021,08/06/2021
1190011,Rocky Hill School District,1190611,Moser School,444,0.98,468,0.97,June 2021,08/06/2021
1190011,Rocky Hill School District,1195111,Albert D. Griswold Middle School,602,0.97,577,0.96,June 2021,08/06/2021
1190011,Rocky Hill School District,1196111,Rocky Hill High School,724,0.92,730,0.95,June 2021,08/06/2021
1210011,Salem School District,1210111,Salem Elementary School,366,0.96,407,0.96,June 2021,08/06/2021
1220011,Salisbury School District,1220111,Salisbury Central School,294,0.97,264,0.95,June 2021,08/06/2021
1230011,Scotland School District,1230111,Scotland Elementary School,82,0.95,88,0.97,June 2021,08/06/2021
1240011,Seymour School District,1240111,Bungay School,420,0.96,445,0.95,June 2021,08/06/2021
1240011,Seymour School District,1240211,Chatfield-LoPresti School,478,0.96,527,0.96,June 2021,08/06/2021
1240011,Seymour School District,1245111,Seymour Middle School,550,0.95,548,0.95,June 2021,08/06/2021
1240011,Seymour School District,1246111,Seymour High School,612,0.93,638,0.94,June 2021,08/06/2021
1250011,Sharon School District,1250111,Sharon Center School,103,0.96,96,0.96,June 2021,08/06/2021
1260011,Shelton School District,1260511,Elizabeth Shelton School,404,0.96,420,0.96,June 2021,08/06/2021
1260011,Shelton School District,1260611,Sunnyside School,235,0.93,248,0.95,June 2021,08/06/2021
1260011,Shelton School District,1260811,Long Hill School,320,0.95,359,0.96,June 2021,08/06/2021
1260011,Shelton School District,1260911,Mohegan School,325,0.95,334,0.96,June 2021,08/06/2021
1260011,Shelton School District,1261011,Booth Hill School,290,0.96,318,0.96,June 2021,08/06/2021
1260011,Shelton School District,1261111,Perry Hill Elementary School,717,0.94,730,0.96,June 2021,08/06/2021
1260011,Shelton School District,1265111,Intermediate School,730,0.96,776,0.95,June 2021,08/06/2021
1260011,Shelton School District,1266111,Shelton High School,1267,0.93,1361,0.95,June 2021,08/06/2021
1270011,Sherman School District,1270111,Sherman School,247,0.96,250,0.95,June 2021,08/06/2021
1280011,Simsbury School District,1280111,Central School,387,0.97,370,0.96,June 2021,08/06/2021
1280011,Simsbury School District,1280211,Farmington Valley Transition Academy,34,0.92,33,0.95,June 2021,08/06/2021
1280011,Simsbury School District,1280311,Tariffville School,246,0.96,245,0.96,June 2021,08/06/2021
1280011,Simsbury School District,1280411,Tootin' Hills School,364,0.96,373,0.96,June 2021,08/06/2021
1280011,Simsbury School District,1280611,Latimer Lane School,439,0.97,436,0.96,June 2021,08/06/2021
1280011,Simsbury School District,1280711,Squadron Line School,612,0.96,604,0.95,June 2021,08/06/2021
1280011,Simsbury School District,1285111,Henry James Memorial School,621,0.98,623,0.96,June 2021,08/06/2021
1280011,Simsbury School District,1286111,Simsbury High School,1275,0.98,1316,0.96,June 2021,08/06/2021
1290011,Somers School District,1290411,Somers Elementary School,548,0.95,564,0.96,June 2021,08/06/2021
1290011,Somers School District,1295111,Mabelle B. Avery Middle School,291,0.95,312,0.95,June 2021,08/06/2021
1290011,Somers School District,1296111,Somers High School,453,0.96,438,0.96,June 2021,08/06/2021
1310011,Southington School District,1310211,Hatton Elementary School,314,0.97,309,0.96,June 2021,08/06/2021
1310011,Southington School District,1310611,Oshana Elementary School,248,0.97,259,0.96,June 2021,08/06/2021
1310011,Southington School District,1310711,South End Elementary School,232,0.97,242,0.96,June 2021,08/06/2021
1310011,Southington School District,1310811,Strong Elementary School,233,0.96,260,0.95,June 2021,08/06/2021
1310011,Southington School District,1310911,Thalberg Elementary School,424,0.97,434,0.96,June 2021,08/06/2021
1310011,Southington School District,1311311,Flanders Elementary School,278,0.96,271,0.95,June 2021,08/06/2021
1310011,Southington School District,1311411,Urbin T. Kelley School,282,0.97,297,0.96,June 2021,08/06/2021
1310011,Southington School District,1311511,Derynoski Elementary School,528,0.97,526,0.95,June 2021,08/06/2021
1310011,Southington School District,1315111,Joseph A. Depaolo Middle School,710,0.97,708,0.96,June 2021,08/06/2021
1310011,Southington School District,1315311,John F. Kennedy Middle School,720,0.86,742,0.95,June 2021,08/06/2021
1310011,Southington School District,1316211,Southington High School,1962,0.97,2014,0.95,June 2021,08/06/2021
1320011,South Windsor School District,1320111,Philip R. Smith School,431,0.98,397,0.95,June 2021,08/06/2021
1320011,South Windsor School District,1320211,Pleasant Valley School,602,0.98,594,0.95,June 2021,08/06/2021
1320011,South Windsor School District,1320611,Orchard Hill School,629,0.98,653,0.96,June 2021,08/06/2021
1320011,South Windsor School District,1320711,Eli Terry School,447,0.97,464,0.95,June 2021,08/06/2021
1320011,South Windsor School District,1325111,Timothy Edwards School,1091,0.98,1066,0.96,June 2021,08/06/2021
1320011,South Windsor School District,1326211,South Windsor High School,1281,0.97,1296,0.96,June 2021,08/06/2021
1330011,Sprague School District,1330111,Sayles School,241,0.92,249,0.95,June 2021,08/06/2021
1340011,Stafford School District,1340311,Staffordville School,119,0.95,100,0.94,June 2021,08/06/2021
1340011,Stafford School District,1340411,West Stafford School,129,0.95,99,0.94,June 2021,08/06/2021
1340011,Stafford School District,1340611,Stafford Elementary School,377,0.95,414,0.95,June 2021,08/06/2021
1340011,Stafford School District,1345211,Stafford Middle School,341,0.95,369,0.95,June 2021,08/06/2021
1340011,Stafford School District,1346111,Stafford High School,379,0.95,375,0.95,June 2021,08/06/2021
1350011,Stamford School District,1350411,Anchor,86,0.79,137,0.82,June 2021,08/06/2021
1350011,Stamford School District,1350511,K. T. Murphy School,450,0.91,485,0.95,June 2021,08/06/2021
1350011,Stamford School District,1350611,Newfield School,512,0.94,558,0.95,June 2021,08/06/2021
1350011,Stamford School District,1350711,Strawberry Hill an ext. of Rogers International,587,0.97,517,0.95,June 2021,08/06/2021
1350011,Stamford School District,1350811,Rogers International School,795,0.97,828,0.97,June 2021,08/06/2021
1350011,Stamford School District,1350911,Roxbury School,550,0.93,601,0.95,June 2021,08/06/2021
1350011,Stamford School District,1351111,Springdale School,529,0.94,562,0.96,June 2021,08/06/2021
1350011,Stamford School District,1351211,Julia A. Stark School,554,0.95,576,0.95,June 2021,08/06/2021
1350011,Stamford School District,1351411,Westover School,565,0.95,588,0.96,June 2021,08/06/2021
1350011,Stamford School District,1351811,Northeast School,540,0.94,654,0.95,June 2021,08/06/2021
1350011,Stamford School District,1351911,Toquam Magnet School,616,0.92,657,0.95,June 2021,08/06/2021
1350011,Stamford School District,1352011,Davenport Ridge School,618,0.96,637,0.95,June 2021,08/06/2021
1350011,Stamford School District,1352111,Stillmeadow School,619,0.94,648,0.95,June 2021,08/06/2021
1350011,Stamford School District,1352211,Hart School,552,0.95,598,0.95,June 2021,08/06/2021
1350011,Stamford School District,1355311,Dolan School,631,0.95,658,0.94,June 2021,08/06/2021
1350011,Stamford School District,1355511,Turn of River School,669,0.96,687,0.95,June 2021,08/06/2021
1350011,Stamford School District,1355611,Cloonan School,690,0.93,712,0.93,June 2021,08/06/2021
1350011,Stamford School District,1355711,Scofield Middle School,644,0.98,654,0.96,June 2021,08/06/2021
1350011,Stamford School District,1355811,Rippowam Middle School,797,0.93,786,0.96,June 2021,08/06/2021
1350011,Stamford School District,1356111,Stamford High School,1856,0.90,1787,0.95,June 2021,08/06/2021
1350011,Stamford School District,1356311,Westhill High School,2186,0.92,2211,0.94,June 2021,08/06/2021
1350011,Stamford School District,1356411,"The Academy of Information, Technology & Engineering",627,0.97,613,0.96,June 2021,08/06/2021
1360011,Sterling School District,1360311,Sterling Community School,290,0.91,319,0.94,June 2021,08/06/2021
1370011,Stonington School District,1370511,Deans Mill School,443,0.94,460,0.95,June 2021,08/06/2021
1370011,Stonington School District,1370611,West Vine Street School,331,0.90,321,0.95,June 2021,08/06/2021
1370011,Stonington School District,1375211,Stonington Middle School,443,0.95,468,0.96,June 2021,08/06/2021
1370011,Stonington School District,1376111,Stonington High School,602,0.91,636,0.95,June 2021,08/06/2021
1380011,Stratford School District,1380311,Chapel School,287,0.96,314,0.95,June 2021,08/06/2021
1380011,Stratford School District,1380411,Franklin School,302,0.94,295,0.95,June 2021,08/06/2021
1380011,Stratford School District,1380511,ALPHA,44,0.67,39,0.71,June 2021,08/06/2021
1380011,Stratford School District,1380611,ABA - K-6,33,0.92,26,0.94,June 2021,08/06/2021
1380011,Stratford School District,1380811,Lordship School,251,0.92,283,0.95,June 2021,08/06/2021
1380011,Stratford School District,1380911,Nichols School,458,0.95,471,0.95,June 2021,08/06/2021
1380011,Stratford School District,1381011,Second Hill Lane School,455,0.93,390,0.96,June 2021,08/06/2021
1380011,Stratford School District,1381311,Eli Whitney School,458,0.97,499,0.95,June 2021,08/06/2021
1380011,Stratford School District,1381411,Wilcoxson School,349,0.96,390,0.96,June 2021,08/06/2021
1380011,Stratford School District,1381511,Stratford Academy - Johnson House,517,0.93,466,0.95,June 2021,08/06/2021
1380011,Stratford School District,1382211,Stratford Academy - Victoria Soto School,225,0.92,216,0.95,June 2021,08/06/2021
1380011,Stratford School District,1385211,David Wooster Middle School,591,0.89,598,0.94,June 2021,08/06/2021
1380011,Stratford School District,1385311,Harry B. Flood Middle School,521,0.93,521,0.95,June 2021,08/06/2021
1380011,Stratford School District,1386111,Stratford High School,1043,0.86,1014,0.92,June 2021,08/06/2021
1380011,Stratford School District,1386211,Bunnell High School,1028,0.94,1006,0.94,June 2021,08/06/2021
1390011,Suffield School District,1390311,McAlister Intermediate School,393,0.97,407,0.96,June 2021,08/06/2021
1390011,Suffield School District,1390411,A. Ward Spaulding School,442,0.97,411,0.95,June 2021,08/06/2021
1390011,Suffield School District,1395111,Suffield Middle School,445,0.97,465,0.96,June 2021,08/06/2021
1390011,Suffield School District,1396111,Suffield High School,761,0.93,766,0.94,June 2021,08/06/2021
1400011,Thomaston School District,1400111,Black Rock School,245,0.86,256,0.96,June 2021,08/06/2021
1400011,Thomaston School District,1400211,Thomaston Center School,197,0.95,196,0.97,June 2021,08/06/2021
1400011,Thomaston School District,1406211,Thomaston High School,338,0.96,346,0.96,June 2021,08/06/2021
1410011,Thompson School District,1410111,Mary R. Fisher Elementary School,368,0.95,382,0.93,June 2021,08/06/2021
1410011,Thompson School District,1415111,Thompson Middle School,299,0.89,322,0.93,June 2021,08/06/2021
1410011,Thompson School District,1416111,Tourtellotte Memorial High School,233,0.84,217,0.93,June 2021,08/06/2021
1420011,Tolland School District,1420111,Birch Grove Primary School,430,0.98,423,0.96,June 2021,08/06/2021
1420011,Tolland School District,1420211,Tolland Intermediate School,444,0.98,495,0.97,June 2021,08/06/2021
1420011,Tolland School District,1425111,Tolland Middle School,581,0.98,572,0.97,June 2021,08/06/2021
1420011,Tolland School District,1426111,Tolland High School,773,0.96,800,0.96,June 2021,08/06/2021
1430011,Torrington School District,1430211,Forbes School,312,0.93,328,0.96,June 2021,08/06/2021
1430011,Torrington School District,1430811,Southwest School,288,0.93,304,0.95,June 2021,08/06/2021
1430011,Torrington School District,1430911,Torringford School,580,0.93,621,0.95,June 2021,08/06/2021
1430011,Torrington School District,1431311,Vogel-Wetmore School,545,0.92,605,0.94,June 2021,08/06/2021
1430011,Torrington School District,1435111,Torrington Middle School,1004,0.89,1016,0.95,June 2021,08/06/2021
1430011,Torrington School District,1436111,Torrington High School,888,0.86,859,0.94,June 2021,08/06/2021
1440011,Trumbull School District,1440111,Booth Hill School,497,0.98,483,0.96,June 2021,08/06/2021
1440011,Trumbull School District,1440311,Middlebrook School,501,0.97,525,0.95,June 2021,08/06/2021
1440011,Trumbull School District,1440411,Jane Ryan School,410,0.98,386,0.96,June 2021,08/06/2021
1440011,Trumbull School District,1440511,REACH,24,0.78,20,0.86,June 2021,08/06/2021
1440011,Trumbull School District,1440811,Daniels Farm School,519,0.98,515,0.97,June 2021,08/06/2021
1440011,Trumbull School District,1440911,Tashua School,412,0.98,424,0.96,June 2021,08/06/2021
1440011,Trumbull School District,1441011,Frenchtown Elementary School,515,0.97,491,0.96,June 2021,08/06/2021
1440011,Trumbull School District,1445111,Madison Middle School,772,0.97,869,0.96,June 2021,08/06/2021
1440011,Trumbull School District,1445211,Hillcrest Middle School,748,0.96,761,0.96,June 2021,08/06/2021
1440011,Trumbull School District,1446111,Trumbull High School,2127,0.96,2073,0.97,June 2021,08/06/2021
1460011,Vernon School District,1460111,Lake Street School,197,0.96,200,0.96,June 2021,08/06/2021
1460011,Vernon School District,1460211,Maple Street School,264,0.94,276,0.96,June 2021,08/06/2021
1460011,Vernon School District,1460311,Northeast School,174,0.97,210,0.96,June 2021,08/06/2021
1460011,Vernon School District,1461011,Skinner Road School,297,0.96,297,0.96,June 2021,08/06/2021
1460011,Vernon School District,1461411,Center Road School,382,0.96,422,0.96,June 2021,08/06/2021
1460011,Vernon School District,1465111,Vernon Center Middle School,714,0.95,726,0.96,June 2021,08/06/2021
1460011,Vernon School District,1466111,Rockville High School,874,0.90,837,0.94,June 2021,08/06/2021
1470011,Voluntown School District,1470111,Voluntown Elementary School,217,0.95,217,0.95,June 2021,08/06/2021
1480011,Wallingford School District,1480111,Moses Y. Beach School,265,0.96,288,0.96,June 2021,08/06/2021
1480011,Wallingford School District,1480211,Highland School,261,0.96,288,0.96,June 2021,08/06/2021
1480011,Wallingford School District,1480311,Parker Farms School,239,0.95,284,0.95,June 2021,08/06/2021
1480011,Wallingford School District,1480411,Rock Hill School,302,0.96,301,0.96,June 2021,08/06/2021
1480011,Wallingford School District,1480811,Mary G. Fritz Elementary School of Yalesville,302,0.97,306,0.97,June 2021,08/06/2021
1480011,Wallingford School District,1480911,Evarts C. Stevens School,256,0.95,268,0.95,June 2021,08/06/2021
1480011,Wallingford School District,1481011,Cook Hill School,237,0.95,237,0.95,June 2021,08/06/2021
1480011,Wallingford School District,1481211,Pond Hill School,253,0.96,289,0.96,June 2021,08/06/2021
1480011,Wallingford School District,1481711,Inspire High School,21,0.90,21,0.93,June 2021,08/06/2021
1480011,Wallingford School District,1485211,Dag Hammarskjold Middle School,631,0.95,643,0.96,June 2021,08/06/2021
1480011,Wallingford School District,1485311,James H. Moran Middle School,600,0.96,579,0.96,June 2021,08/06/2021
1480011,Wallingford School District,1486111,Lyman Hall High School,1008,0.93,1037,0.95,June 2021,08/06/2021
1480011,Wallingford School District,1486211,Mark T. Sheehan High School,756,0.97,777,0.97,June 2021,08/06/2021
1510011,Waterbury School District,1510111,Bunker Hill BDLC,22,0.93,26,0.92,June 2021,08/06/2021
1510011,Waterbury School District,1510511,Bucks Hill School,320,0.92,367,0.94,June 2021,08/06/2021
1510011,Waterbury School District,1510611,Bunker Hill School,436,0.91,449,0.94,June 2021,08/06/2021
1510011,Waterbury School District,1510711,H. S. Chase School,651,0.95,648,0.95,June 2021,08/06/2021
1510011,Waterbury School District,1510811,Wendell L. Cross School,308,0.95,297,0.95,June 2021,08/06/2021
1510011,Waterbury School District,1510911,Driggs School,429,0.90,483,0.93,June 2021,08/06/2021
1510011,Waterbury School District,1511111,Margaret M. Generali Elementary School,501,0.95,552,0.95,June 2021,08/06/2021
1510011,Waterbury School District,1511211,Woodrow Wilson BDLC,20,0.88,28,0.91,June 2021,08/06/2021
1510011,Waterbury School District,1511311,Hopeville School,319,0.92,335,0.95,June 2021,08/06/2021
1510011,Waterbury School District,1511411,F. J. Kingsbury School,460,0.92,476,0.95,June 2021,08/06/2021
1510011,Waterbury School District,1511611,Duggan School,457,0.90,443,0.94,June 2021,08/06/2021
1510011,Waterbury School District,1512011,Sprague School,374,0.91,407,0.94,June 2021,08/06/2021
1510011,Waterbury School District,1512111,B. W. Tinker School,532,0.93,536,0.95,June 2021,08/06/2021
1510011,Waterbury School District,1512211,Walsh School,390,0.92,369,0.94,June 2021,08/06/2021
1510011,Waterbury School District,1512311,Washington School,285,0.92,296,0.95,June 2021,08/06/2021
1510011,Waterbury School District,1512411,Reed ESC,26,0.69,27,0.84,June 2021,08/06/2021
1510011,Waterbury School District,1512611,Gilmartin School,430,0.90,441,0.94,June 2021,08/06/2021
1510011,Waterbury School District,1512711,Carrington School,444,0.95,460,0.95,June 2021,08/06/2021
1510011,Waterbury School District,1512811,Regan School,209,0.97,233,0.96,June 2021,08/06/2021
1510011,Waterbury School District,1513111,Maloney Interdistrict Magnet School,500,0.95,511,0.95,June 2021,08/06/2021
1510011,Waterbury School District,1513211,Woodrow Wilson School,380,0.92,378,0.94,June 2021,08/06/2021
1510011,Waterbury School District,1513311,Rotella Interdistrict Magnet School,542,0.96,541,0.96,June 2021,08/06/2021
1510011,Waterbury School District,1513411,Reed School,426,0.92,443,0.94,June 2021,08/06/2021
1510011,Waterbury School District,1513511,Generali Autism,34,0.97,32,0.94,June 2021,08/06/2021
1510011,Waterbury School District,1513711,North End BDLC,26,0.92,30,0.90,June 2021,08/06/2021
1510011,Waterbury School District,1514111,Chase Bilingual,156,0.94,147,0.94,June 2021,08/06/2021
1510011,Waterbury School District,1514211,Hopeville Bilingual,169,0.91,170,0.95,June 2021,08/06/2021
1510011,Waterbury School District,1514311,Bucks Hill Bilingual,219,0.91,233,0.93,June 2021,08/06/2021
1510011,Waterbury School District,1514611,Bucks Hill Autism,45,0.86,30,0.94,June 2021,08/06/2021
1510011,Waterbury School District,1515011,Waterbury Arts Magnet School (Middle),363,0.96,363,0.95,June 2021,08/06/2021
1510011,Waterbury School District,1515111,Michael F. Wallace Middle School,1172,0.89,1138,0.94,June 2021,08/06/2021
1510011,Waterbury School District,1515211,West Side Middle School,934,0.87,940,0.93,June 2021,08/06/2021
1510011,Waterbury School District,1515311,North End Middle School,883,0.92,891,0.94,June 2021,08/06/2021
1510011,Waterbury School District,1515611,West Side Bilingual,76,0.80,75,0.91,June 2021,08/06/2021
1510011,Waterbury School District,1515711,North End Bilingual,62,0.90,67,0.91,June 2021,08/06/2021
1510011,Waterbury School District,1515811,Wallace Bilingual,64,0.90,70,0.90,June 2021,08/06/2021
1510011,Waterbury School District,1516011,Waterbury Arts Magnet School (High),448,0.96,440,0.95,June 2021,08/06/2021
1510011,Waterbury School District,1516211,Crosby High School,1207,0.83,1140,0.91,June 2021,08/06/2021
1510011,Waterbury School District,1516311,Wilby High School,1070,0.81,1011,0.90,June 2021,08/06/2021
1510011,Waterbury School District,1516411,John F. Kennedy High School,1202,0.86,1182,0.91,June 2021,08/06/2021
1510011,Waterbury School District,1516711,Waterbury Career Academy,794,0.96,780,0.96,June 2021,08/06/2021
1510011,Waterbury School District,1516911,Gilmartin Scope,25,0.83,20,0.91,June 2021,08/06/2021
