Graduating Class,School ID,School Name,Type,Indicator,Value
2015,2456214,Three Rivers Middle College,Credit Attainment,% Earning 24 Credits,*
2016,2456214,Three Rivers Middle College,Credit Attainment,% Enrolled in 16 Months,41.70%
2016,2456214,Three Rivers Middle College,Credit Attainment,% Earning 24 Credits,*
2010,2536014,Arts at Capitol Theater Magnet,Credit Attainment,% Enrolled in 16 Months,*
2010,2536014,Arts at Capitol Theater Magnet,Credit Attainment,% Earning 24 Credits,*
2011,2536014,Arts at Capitol Theater Magnet,Credit Attainment,% Enrolled in 16 Months,*
2011,2536014,Arts at Capitol Theater Magnet,Credit Attainment,% Earning 24 Credits,*
2012,2536014,Arts at Capitol Theater Magnet,Credit Attainment,% Enrolled in 16 Months,46.90%
2012,2536014,Arts at Capitol Theater Magnet,Credit Attainment,% Earning 24 Credits,*
2013,2536014,Arts at Capitol Theater Magnet,Credit Attainment,% Enrolled in 16 Months,58.30%
2013,2536014,Arts at Capitol Theater Magnet,Credit Attainment,% Earning 24 Credits,*
2014,2536014,Arts at Capitol Theater Magnet,Credit Attainment,% Enrolled in 16 Months,42.40%
2014,2536014,Arts at Capitol Theater Magnet,Credit Attainment,% Earning 24 Credits,*
2015,2536014,Arts at Capitol Theater Magnet,Credit Attainment,% Enrolled in 16 Months,57.10%
2015,2536014,Arts at Capitol Theater Magnet,Credit Attainment,% Earning 24 Credits,*
2016,2536014,Arts at Capitol Theater Magnet,Credit Attainment,% Enrolled in 16 Months,54.80%
2016,2536014,Arts at Capitol Theater Magnet,Credit Attainment,% Earning 24 Credits,*
2010,2536114,Quinebaug Middle College,Credit Attainment,% Enrolled in 16 Months,*
2010,2536114,Quinebaug Middle College,Credit Attainment,% Earning 24 Credits,*
2011,2536114,Quinebaug Middle College,Credit Attainment,% Enrolled in 16 Months,*
2011,2536114,Quinebaug Middle College,Credit Attainment,% Earning 24 Credits,*
2012,2536114,Quinebaug Middle College,Credit Attainment,% Enrolled in 16 Months,37.80%
2012,2536114,Quinebaug Middle College,Credit Attainment,% Earning 24 Credits,*
2013,2536114,Quinebaug Middle College,Credit Attainment,% Enrolled in 16 Months,32.10%
2013,2536114,Quinebaug Middle College,Credit Attainment,% Earning 24 Credits,*
2014,2536114,Quinebaug Middle College,Credit Attainment,% Enrolled in 16 Months,26.10%
2014,2536114,Quinebaug Middle College,Credit Attainment,% Earning 24 Credits,*
2015,2536114,Quinebaug Middle College,Credit Attainment,% Enrolled in 16 Months,50.00%
2015,2536114,Quinebaug Middle College,Credit Attainment,% Earning 24 Credits,*
2016,2536114,Quinebaug Middle College,Credit Attainment,% Enrolled in 16 Months,23.50%
2016,2536114,Quinebaug Middle College,Credit Attainment,% Earning 24 Credits,*
2010,2686113,Common Ground High School,Credit Attainment,% Enrolled in 16 Months,41.40%
2010,2686113,Common Ground High School,Credit Attainment,% Earning 24 Credits,*
2011,2686113,Common Ground High School,Credit Attainment,% Enrolled in 16 Months,45.90%
2011,2686113,Common Ground High School,Credit Attainment,% Earning 24 Credits,*
2012,2686113,Common Ground High School,Credit Attainment,% Enrolled in 16 Months,56.70%
2012,2686113,Common Ground High School,Credit Attainment,% Earning 24 Credits,*
2013,2686113,Common Ground High School,Credit Attainment,% Enrolled in 16 Months,37.10%
2013,2686113,Common Ground High School,Credit Attainment,% Earning 24 Credits,*
2014,2686113,Common Ground High School,Credit Attainment,% Enrolled in 16 Months,41.40%
2014,2686113,Common Ground High School,Credit Attainment,% Earning 24 Credits,*
2015,2686113,Common Ground High School,Credit Attainment,% Enrolled in 16 Months,52.60%
2015,2686113,Common Ground High School,Credit Attainment,% Earning 24 Credits,55.00%
2016,2686113,Common Ground High School,Credit Attainment,% Enrolled in 16 Months,70.00%
2016,2686113,Common Ground High School,Credit Attainment,% Earning 24 Credits,42.90%
2010,2696113,The Bridge Academy,Credit Attainment,% Enrolled in 16 Months,38.70%
2010,2696113,The Bridge Academy,Credit Attainment,% Earning 24 Credits,*
2011,2696113,The Bridge Academy,Credit Attainment,% Enrolled in 16 Months,44.80%
2011,2696113,The Bridge Academy,Credit Attainment,% Earning 24 Credits,*
2012,2696113,The Bridge Academy,Credit Attainment,% Enrolled in 16 Months,38.90%
2012,2696113,The Bridge Academy,Credit Attainment,% Earning 24 Credits,*
2013,2696113,The Bridge Academy,Credit Attainment,% Enrolled in 16 Months,60.60%
2013,2696113,The Bridge Academy,Credit Attainment,% Earning 24 Credits,40.00%
2014,2696113,The Bridge Academy,Credit Attainment,% Enrolled in 16 Months,71.90%
2014,2696113,The Bridge Academy,Credit Attainment,% Earning 24 Credits,69.60%
2015,2696113,The Bridge Academy,Credit Attainment,% Enrolled in 16 Months,86.70%
2015,2696113,The Bridge Academy,Credit Attainment,% Earning 24 Credits,46.20%
2016,2696113,The Bridge Academy,Credit Attainment,% Enrolled in 16 Months,68.80%
2016,2696113,The Bridge Academy,Credit Attainment,% Earning 24 Credits,40.90%
2010,2726113,Explorations,Credit Attainment,% Enrolled in 16 Months,34.50%
2010,2726113,Explorations,Credit Attainment,% Earning 24 Credits,*
2011,2726113,Explorations,Credit Attainment,% Enrolled in 16 Months,*
2011,2726113,Explorations,Credit Attainment,% Earning 24 Credits,*
2012,2726113,Explorations,Credit Attainment,% Enrolled in 16 Months,*
2012,2726113,Explorations,Credit Attainment,% Earning 24 Credits,*
2013,2726113,Explorations,Credit Attainment,% Enrolled in 16 Months,30.40%
2013,2726113,Explorations,Credit Attainment,% Earning 24 Credits,*
2014,2726113,Explorations,Credit Attainment,% Enrolled in 16 Months,*
2014,2726113,Explorations,Credit Attainment,% Earning 24 Credits,*
2015,2726113,Explorations,Credit Attainment,% Enrolled in 16 Months,50.00%
2015,2726113,Explorations,Credit Attainment,% Earning 24 Credits,*
2016,2726113,Explorations,Credit Attainment,% Enrolled in 16 Months,*
2016,2726113,Explorations,Credit Attainment,% Earning 24 Credits,*
2010,2795113,Amistad Academy,Credit Attainment,% Enrolled in 16 Months,*
2010,2795113,Amistad Academy,Credit Attainment,% Earning 24 Credits,*
2011,2795113,Amistad Academy,Credit Attainment,% Enrolled in 16 Months,*
2011,2795113,Amistad Academy,Credit Attainment,% Earning 24 Credits,*
2012,2795113,Amistad Academy,Credit Attainment,% Enrolled in 16 Months,*
2012,2795113,Amistad Academy,Credit Attainment,% Earning 24 Credits,*
2013,2795113,Amistad Academy,Credit Attainment,% Enrolled in 16 Months,23.80%
2013,2795113,Amistad Academy,Credit Attainment,% Earning 24 Credits,*
2014,2795113,Amistad Academy,Credit Attainment,% Enrolled in 16 Months,28.30%
2014,2795113,Amistad Academy,Credit Attainment,% Earning 24 Credits,*
2015,2795113,Amistad Academy,Credit Attainment,% Enrolled in 16 Months,57.70%
2015,2795113,Amistad Academy,Credit Attainment,% Earning 24 Credits,*
2016,2795113,Amistad Academy,Credit Attainment,% Enrolled in 16 Months,70.00%
2016,2795113,Amistad Academy,Credit Attainment,% Earning 24 Credits,52.40%
2010,2826013,Stamford Academy,Credit Attainment,% Enrolled in 16 Months,*
2010,2826013,Stamford Academy,Credit Attainment,% Earning 24 Credits,*
2011,2826013,Stamford Academy,Credit Attainment,% Enrolled in 16 Months,*
2011,2826013,Stamford Academy,Credit Attainment,% Earning 24 Credits,*
2012,2826013,Stamford Academy,Credit Attainment,% Enrolled in 16 Months,30.00%
2012,2826013,Stamford Academy,Credit Attainment,% Earning 24 Credits,*
2013,2826013,Stamford Academy,Credit Attainment,% Enrolled in 16 Months,*
2013,2826013,Stamford Academy,Credit Attainment,% Earning 24 Credits,*
2014,2826013,Stamford Academy,Credit Attainment,% Enrolled in 16 Months,24.00%
2014,2826013,Stamford Academy,Credit Attainment,% Earning 24 Credits,*
2015,2826013,Stamford Academy,Credit Attainment,% Enrolled in 16 Months,21.40%
2015,2826013,Stamford Academy,Credit Attainment,% Earning 24 Credits,*
2016,2826013,Stamford Academy,Credit Attainment,% Enrolled in 16 Months,42.90%
2016,2826013,Stamford Academy,Credit Attainment,% Earning 24 Credits,*
2010,2850113,Achievement First Bridgeport,Credit Attainment,% Enrolled in 16 Months,*
2010,2850113,Achievement First Bridgeport,Credit Attainment,% Earning 24 Credits,*
2011,2850113,Achievement First Bridgeport,Credit Attainment,% Enrolled in 16 Months,*
2011,2850113,Achievement First Bridgeport,Credit Attainment,% Earning 24 Credits,*
2012,2850113,Achievement First Bridgeport,Credit Attainment,% Enrolled in 16 Months,*
2012,2850113,Achievement First Bridgeport,Credit Attainment,% Earning 24 Credits,*
2013,2850113,Achievement First Bridgeport,Credit Attainment,% Enrolled in 16 Months,*
2013,2850113,Achievement First Bridgeport,Credit Attainment,% Earning 24 Credits,*
2014,2850113,Achievement First Bridgeport,Credit Attainment,% Enrolled in 16 Months,*
2014,2850113,Achievement First Bridgeport,Credit Attainment,% Earning 24 Credits,*
2015,2850113,Achievement First Bridgeport,Credit Attainment,% Enrolled in 16 Months,60.00%
2015,2850113,Achievement First Bridgeport,Credit Attainment,% Earning 24 Credits,*
2016,2850113,Achievement First Bridgeport,Credit Attainment,% Enrolled in 16 Months,60.00%
2016,2850113,Achievement First Bridgeport,Credit Attainment,% Earning 24 Credits,*
2010,2880113,Achievement First Hartford,Credit Attainment,% Enrolled in 16 Months,*
2010,2880113,Achievement First Hartford,Credit Attainment,% Earning 24 Credits,*
2011,2880113,Achievement First Hartford,Credit Attainment,% Enrolled in 16 Months,*
2011,2880113,Achievement First Hartford,Credit Attainment,% Earning 24 Credits,*
2012,2880113,Achievement First Hartford,Credit Attainment,% Enrolled in 16 Months,*
2012,2880113,Achievement First Hartford,Credit Attainment,% Earning 24 Credits,*
2013,2880113,Achievement First Hartford,Credit Attainment,% Enrolled in 16 Months,*
2013,2880113,Achievement First Hartford,Credit Attainment,% Earning 24 Credits,*
2014,2880113,Achievement First Hartford,Credit Attainment,% Enrolled in 16 Months,*
2014,2880113,Achievement First Hartford,Credit Attainment,% Earning 24 Credits,*
2015,2880113,Achievement First Hartford,Credit Attainment,% Enrolled in 16 Months,
2015,2880113,Achievement First Hartford,Credit Attainment,% Earning 24 Credits,
2016,2880113,Achievement First Hartford,Credit Attainment,% Enrolled in 16 Months,61.30%
2016,2880113,Achievement First Hartford,Credit Attainment,% Earning 24 Credits,*
2010,9001116,Bullard-Havens Technical HS,Credit Attainment,% Enrolled in 16 Months,43.60%
2010,9001116,Bullard-Havens Technical HS,Credit Attainment,% Earning 24 Credits,46.70%
2011,9001116,Bullard-Havens Technical HS,Credit Attainment,% Enrolled in 16 Months,47.00%
2011,9001116,Bullard-Havens Technical HS,Credit Attainment,% Earning 24 Credits,55.80%
2012,9001116,Bullard-Havens Technical HS,Credit Attainment,% Enrolled in 16 Months,45.60%
2012,9001116,Bullard-Havens Technical HS,Credit Attainment,% Earning 24 Credits,62.90%
2013,9001116,Bullard-Havens Technical HS,Credit Attainment,% Enrolled in 16 Months,53.40%
2013,9001116,Bullard-Havens Technical HS,Credit Attainment,% Earning 24 Credits,55.40%
2014,9001116,Bullard-Havens Technical HS,Credit Attainment,% Enrolled in 16 Months,43.00%
2014,9001116,Bullard-Havens Technical HS,Credit Attainment,% Earning 24 Credits,58.10%
2015,9001116,Bullard-Havens Technical HS,Credit Attainment,% Enrolled in 16 Months,54.30%
2015,9001116,Bullard-Havens Technical HS,Credit Attainment,% Earning 24 Credits,62.40%
2016,9001116,Bullard-Havens Technical HS,Credit Attainment,% Enrolled in 16 Months,51.90%
2016,9001116,Bullard-Havens Technical HS,Credit Attainment,% Earning 24 Credits,65.60%
2010,9001216,Henry Abbott Technical HS,Credit Attainment,% Enrolled in 16 Months,38.80%
2010,9001216,Henry Abbott Technical HS,Credit Attainment,% Earning 24 Credits,48.10%
2011,9001216,Henry Abbott Technical HS,Credit Attainment,% Enrolled in 16 Months,43.70%
2011,9001216,Henry Abbott Technical HS,Credit Attainment,% Earning 24 Credits,45.50%
2012,9001216,Henry Abbott Technical HS,Credit Attainment,% Enrolled in 16 Months,35.00%
2012,9001216,Henry Abbott Technical HS,Credit Attainment,% Earning 24 Credits,54.50%
2013,9001216,Henry Abbott Technical HS,Credit Attainment,% Enrolled in 16 Months,30.80%
2013,9001216,Henry Abbott Technical HS,Credit Attainment,% Earning 24 Credits,75.00%
2014,9001216,Henry Abbott Technical HS,Credit Attainment,% Enrolled in 16 Months,39.60%
2014,9001216,Henry Abbott Technical HS,Credit Attainment,% Earning 24 Credits,65.50%
2015,9001216,Henry Abbott Technical HS,Credit Attainment,% Enrolled in 16 Months,39.60%
2015,9001216,Henry Abbott Technical HS,Credit Attainment,% Earning 24 Credits,61.40%
2016,9001216,Henry Abbott Technical HS,Credit Attainment,% Enrolled in 16 Months,47.90%
2016,9001216,Henry Abbott Technical HS,Credit Attainment,% Earning 24 Credits,58.00%
2010,9001316,H. H. Ellis Technical High Schl,Credit Attainment,% Enrolled in 16 Months,25.40%
2010,9001316,H. H. Ellis Technical High Schl,Credit Attainment,% Earning 24 Credits,59.40%
2011,9001316,H. H. Ellis Technical High Schl,Credit Attainment,% Enrolled in 16 Months,28.70%
2011,9001316,H. H. Ellis Technical High Schl,Credit Attainment,% Earning 24 Credits,54.50%
2012,9001316,H. H. Ellis Technical High Schl,Credit Attainment,% Enrolled in 16 Months,26.20%
2012,9001316,H. H. Ellis Technical High Schl,Credit Attainment,% Earning 24 Credits,60.60%
2013,9001316,H. H. Ellis Technical High Schl,Credit Attainment,% Enrolled in 16 Months,30.10%
2013,9001316,H. H. Ellis Technical High Schl,Credit Attainment,% Earning 24 Credits,47.10%
2014,9001316,H. H. Ellis Technical High Schl,Credit Attainment,% Enrolled in 16 Months,22.40%
2014,9001316,H. H. Ellis Technical High Schl,Credit Attainment,% Earning 24 Credits,54.20%
2015,9001316,H. H. Ellis Technical High Schl,Credit Attainment,% Enrolled in 16 Months,27.00%
2015,9001316,H. H. Ellis Technical High Schl,Credit Attainment,% Earning 24 Credits,54.10%
2016,9001316,H. H. Ellis Technical High Schl,Credit Attainment,% Enrolled in 16 Months,25.80%
2016,9001316,H. H. Ellis Technical High Schl,Credit Attainment,% Earning 24 Credits,41.90%
2010,9001416,Eli Whitney Technical High Schl,Credit Attainment,% Enrolled in 16 Months,34.50%
2010,9001416,Eli Whitney Technical High Schl,Credit Attainment,% Earning 24 Credits,55.20%
2011,9001416,Eli Whitney Technical High Schl,Credit Attainment,% Enrolled in 16 Months,38.00%
2011,9001416,Eli Whitney Technical High Schl,Credit Attainment,% Earning 24 Credits,47.40%
2012,9001416,Eli Whitney Technical High Schl,Credit Attainment,% Enrolled in 16 Months,44.30%
2012,9001416,Eli Whitney Technical High Schl,Credit Attainment,% Earning 24 Credits,37.30%
2013,9001416,Eli Whitney Technical High Schl,Credit Attainment,% Enrolled in 16 Months,33.00%
2013,9001416,Eli Whitney Technical High Schl,Credit Attainment,% Earning 24 Credits,27.30%
2014,9001416,Eli Whitney Technical High Schl,Credit Attainment,% Enrolled in 16 Months,32.40%
2014,9001416,Eli Whitney Technical High Schl,Credit Attainment,% Earning 24 Credits,38.20%
2015,9001416,Eli Whitney Technical High Schl,Credit Attainment,% Enrolled in 16 Months,40.90%
2015,9001416,Eli Whitney Technical High Schl,Credit Attainment,% Earning 24 Credits,28.90%
2016,9001416,Eli Whitney Technical High Schl,Credit Attainment,% Enrolled in 16 Months,28.20%
2016,9001416,Eli Whitney Technical High Schl,Credit Attainment,% Earning 24 Credits,31.00%
2010,9001516,A. I. Prince Technical High Schl,Credit Attainment,% Enrolled in 16 Months,45.50%
2010,9001516,A. I. Prince Technical High Schl,Credit Attainment,% Earning 24 Credits,42.60%
2011,9001516,A. I. Prince Technical High Schl,Credit Attainment,% Enrolled in 16 Months,47.90%
2011,9001516,A. I. Prince Technical High Schl,Credit Attainment,% Earning 24 Credits,37.30%
2012,9001516,A. I. Prince Technical High Schl,Credit Attainment,% Enrolled in 16 Months,45.50%
2012,9001516,A. I. Prince Technical High Schl,Credit Attainment,% Earning 24 Credits,43.70%
2013,9001516,A. I. Prince Technical High Schl,Credit Attainment,% Enrolled in 16 Months,36.80%
2013,9001516,A. I. Prince Technical High Schl,Credit Attainment,% Earning 24 Credits,48.20%
2014,9001516,A. I. Prince Technical High Schl,Credit Attainment,% Enrolled in 16 Months,50.00%
2014,9001516,A. I. Prince Technical High Schl,Credit Attainment,% Earning 24 Credits,51.70%
2015,9001516,A. I. Prince Technical High Schl,Credit Attainment,% Enrolled in 16 Months,38.20%
2015,9001516,A. I. Prince Technical High Schl,Credit Attainment,% Earning 24 Credits,52.10%
2016,9001516,A. I. Prince Technical High Schl,Credit Attainment,% Enrolled in 16 Months,40.90%
2016,9001516,A. I. Prince Technical High Schl,Credit Attainment,% Earning 24 Credits,36.10%
2010,9001616,Howell Cheney Technical HS,Credit Attainment,% Enrolled in 16 Months,34.60%
2010,9001616,Howell Cheney Technical HS,Credit Attainment,% Earning 24 Credits,56.80%
2011,9001616,Howell Cheney Technical HS,Credit Attainment,% Enrolled in 16 Months,32.30%
2011,9001616,Howell Cheney Technical HS,Credit Attainment,% Earning 24 Credits,58.10%
2012,9001616,Howell Cheney Technical HS,Credit Attainment,% Enrolled in 16 Months,32.10%
2012,9001616,Howell Cheney Technical HS,Credit Attainment,% Earning 24 Credits,46.70%
2013,9001616,Howell Cheney Technical HS,Credit Attainment,% Enrolled in 16 Months,41.20%
2013,9001616,Howell Cheney Technical HS,Credit Attainment,% Earning 24 Credits,58.80%
2014,9001616,Howell Cheney Technical HS,Credit Attainment,% Enrolled in 16 Months,40.60%
2014,9001616,Howell Cheney Technical HS,Credit Attainment,% Earning 24 Credits,61.90%
2015,9001616,Howell Cheney Technical HS,Credit Attainment,% Enrolled in 16 Months,29.10%
2015,9001616,Howell Cheney Technical HS,Credit Attainment,% Earning 24 Credits,53.50%
2016,9001616,Howell Cheney Technical HS,Credit Attainment,% Enrolled in 16 Months,30.80%
2016,9001616,Howell Cheney Technical HS,Credit Attainment,% Earning 24 Credits,40.00%
2010,9001716,H. C. Wilcox Technical High Schl,Credit Attainment,% Enrolled in 16 Months,37.20%
2010,9001716,H. C. Wilcox Technical High Schl,Credit Attainment,% Earning 24 Credits,67.20%
2011,9001716,H. C. Wilcox Technical High Schl,Credit Attainment,% Enrolled in 16 Months,34.50%
2011,9001716,H. C. Wilcox Technical High Schl,Credit Attainment,% Earning 24 Credits,57.40%
2012,9001716,H. C. Wilcox Technical High Schl,Credit Attainment,% Enrolled in 16 Months,45.00%
2012,9001716,H. C. Wilcox Technical High Schl,Credit Attainment,% Earning 24 Credits,65.60%
2013,9001716,H. C. Wilcox Technical High Schl,Credit Attainment,% Enrolled in 16 Months,35.60%
2013,9001716,H. C. Wilcox Technical High Schl,Credit Attainment,% Earning 24 Credits,66.70%
2014,9001716,H. C. Wilcox Technical High Schl,Credit Attainment,% Enrolled in 16 Months,36.00%
2014,9001716,H. C. Wilcox Technical High Schl,Credit Attainment,% Earning 24 Credits,66.10%
2015,9001716,H. C. Wilcox Technical High Schl,Credit Attainment,% Enrolled in 16 Months,36.00%
2015,9001716,H. C. Wilcox Technical High Schl,Credit Attainment,% Earning 24 Credits,60.90%
2016,9001716,H. C. Wilcox Technical High Schl,Credit Attainment,% Enrolled in 16 Months,40.10%
2016,9001716,H. C. Wilcox Technical High Schl,Credit Attainment,% Earning 24 Credits,65.80%
2010,9001816,Vinal Technical High School,Credit Attainment,% Enrolled in 16 Months,27.40%
2010,9001816,Vinal Technical High School,Credit Attainment,% Earning 24 Credits,58.80%
2011,9001816,Vinal Technical High School,Credit Attainment,% Enrolled in 16 Months,19.20%
2011,9001816,Vinal Technical High School,Credit Attainment,% Earning 24 Credits,29.20%
2012,9001816,Vinal Technical High School,Credit Attainment,% Enrolled in 16 Months,25.60%
2012,9001816,Vinal Technical High School,Credit Attainment,% Earning 24 Credits,56.30%
2013,9001816,Vinal Technical High School,Credit Attainment,% Enrolled in 16 Months,34.60%
2013,9001816,Vinal Technical High School,Credit Attainment,% Earning 24 Credits,65.20%
2014,9001816,Vinal Technical High School,Credit Attainment,% Enrolled in 16 Months,31.90%
2014,9001816,Vinal Technical High School,Credit Attainment,% Earning 24 Credits,48.80%
2015,9001816,Vinal Technical High School,Credit Attainment,% Enrolled in 16 Months,21.30%
2015,9001816,Vinal Technical High School,Credit Attainment,% Earning 24 Credits,59.40%
2016,9001816,Vinal Technical High School,Credit Attainment,% Enrolled in 16 Months,29.10%
2016,9001816,Vinal Technical High School,Credit Attainment,% Earning 24 Credits,55.80%
2010,9001916,E. C. Goodwin Technical HS,Credit Attainment,% Enrolled in 16 Months,42.20%
2010,9001916,E. C. Goodwin Technical HS,Credit Attainment,% Earning 24 Credits,37.10%
2011,9001916,E. C. Goodwin Technical HS,Credit Attainment,% Enrolled in 16 Months,33.00%
2011,9001916,E. C. Goodwin Technical HS,Credit Attainment,% Earning 24 Credits,42.40%
2012,9001916,E. C. Goodwin Technical HS,Credit Attainment,% Enrolled in 16 Months,37.20%
2012,9001916,E. C. Goodwin Technical HS,Credit Attainment,% Earning 24 Credits,51.10%
2013,9001916,E. C. Goodwin Technical HS,Credit Attainment,% Enrolled in 16 Months,34.70%
2013,9001916,E. C. Goodwin Technical HS,Credit Attainment,% Earning 24 Credits,46.50%
2014,9001916,E. C. Goodwin Technical HS,Credit Attainment,% Enrolled in 16 Months,26.80%
2014,9001916,E. C. Goodwin Technical HS,Credit Attainment,% Earning 24 Credits,45.90%
2015,9001916,E. C. Goodwin Technical HS,Credit Attainment,% Enrolled in 16 Months,36.40%
2015,9001916,E. C. Goodwin Technical HS,Credit Attainment,% Earning 24 Credits,43.80%
2016,9001916,E. C. Goodwin Technical HS,Credit Attainment,% Enrolled in 16 Months,38.40%
2016,9001916,E. C. Goodwin Technical HS,Credit Attainment,% Earning 24 Credits,35.70%
2010,9002016,Norwich Technical High School,Credit Attainment,% Enrolled in 16 Months,38.30%
2010,9002016,Norwich Technical High School,Credit Attainment,% Earning 24 Credits,41.70%
2011,9002016,Norwich Technical High School,Credit Attainment,% Enrolled in 16 Months,34.50%
2011,9002016,Norwich Technical High School,Credit Attainment,% Earning 24 Credits,50.00%
2012,9002016,Norwich Technical High School,Credit Attainment,% Enrolled in 16 Months,25.00%
2012,9002016,Norwich Technical High School,Credit Attainment,% Earning 24 Credits,56.80%
2013,9002016,Norwich Technical High School,Credit Attainment,% Enrolled in 16 Months,30.70%
2013,9002016,Norwich Technical High School,Credit Attainment,% Earning 24 Credits,46.80%
2014,9002016,Norwich Technical High School,Credit Attainment,% Enrolled in 16 Months,27.20%
2014,9002016,Norwich Technical High School,Credit Attainment,% Earning 24 Credits,56.10%
2015,9002016,Norwich Technical High School,Credit Attainment,% Enrolled in 16 Months,35.40%
2015,9002016,Norwich Technical High School,Credit Attainment,% Earning 24 Credits,43.90%
2016,9002016,Norwich Technical High School,Credit Attainment,% Enrolled in 16 Months,30.90%
2016,9002016,Norwich Technical High School,Credit Attainment,% Earning 24 Credits,50.00%
2010,9002216,Oliver Wolcott Technical HS,Credit Attainment,% Enrolled in 16 Months,32.20%
2010,9002216,Oliver Wolcott Technical HS,Credit Attainment,% Earning 24 Credits,64.40%
2011,9002216,Oliver Wolcott Technical HS,Credit Attainment,% Enrolled in 16 Months,36.50%
2011,9002216,Oliver Wolcott Technical HS,Credit Attainment,% Earning 24 Credits,46.20%
2012,9002216,Oliver Wolcott Technical HS,Credit Attainment,% Enrolled in 16 Months,30.60%
2012,9002216,Oliver Wolcott Technical HS,Credit Attainment,% Earning 24 Credits,57.10%
2013,9002216,Oliver Wolcott Technical HS,Credit Attainment,% Enrolled in 16 Months,32.10%
2013,9002216,Oliver Wolcott Technical HS,Credit Attainment,% Earning 24 Credits,50.90%
2014,9002216,Oliver Wolcott Technical HS,Credit Attainment,% Enrolled in 16 Months,36.40%
2014,9002216,Oliver Wolcott Technical HS,Credit Attainment,% Earning 24 Credits,60.80%
2015,9002216,Oliver Wolcott Technical HS,Credit Attainment,% Enrolled in 16 Months,30.70%
2015,9002216,Oliver Wolcott Technical HS,Credit Attainment,% Earning 24 Credits,53.20%
2016,9002216,Oliver Wolcott Technical HS,Credit Attainment,% Enrolled in 16 Months,29.70%
2016,9002216,Oliver Wolcott Technical HS,Credit Attainment,% Earning 24 Credits,46.50%
2010,9002316,W. F. Kaynor Technical HS,Credit Attainment,% Enrolled in 16 Months,37.60%
2010,9002316,W. F. Kaynor Technical HS,Credit Attainment,% Earning 24 Credits,54.80%
2011,9002316,W. F. Kaynor Technical HS,Credit Attainment,% Enrolled in 16 Months,40.40%
2011,9002316,W. F. Kaynor Technical HS,Credit Attainment,% Earning 24 Credits,55.90%
2012,9002316,W. F. Kaynor Technical HS,Credit Attainment,% Enrolled in 16 Months,53.50%
2012,9002316,W. F. Kaynor Technical HS,Credit Attainment,% Earning 24 Credits,66.30%
2013,9002316,W. F. Kaynor Technical HS,Credit Attainment,% Enrolled in 16 Months,47.30%
2013,9002316,W. F. Kaynor Technical HS,Credit Attainment,% Earning 24 Credits,70.80%
2014,9002316,W. F. Kaynor Technical HS,Credit Attainment,% Enrolled in 16 Months,48.30%
2014,9002316,W. F. Kaynor Technical HS,Credit Attainment,% Earning 24 Credits,64.40%
2015,9002316,W. F. Kaynor Technical HS,Credit Attainment,% Enrolled in 16 Months,51.50%
2015,9002316,W. F. Kaynor Technical HS,Credit Attainment,% Earning 24 Credits,76.70%
2016,9002316,W. F. Kaynor Technical HS,Credit Attainment,% Enrolled in 16 Months,45.40%
2016,9002316,W. F. Kaynor Technical HS,Credit Attainment,% Earning 24 Credits,73.40%
2010,9002416,Windham Technical High Schl,Credit Attainment,% Enrolled in 16 Months,41.40%
2010,9002416,Windham Technical High Schl,Credit Attainment,% Earning 24 Credits,63.00%
2011,9002416,Windham Technical High Schl,Credit Attainment,% Enrolled in 16 Months,35.00%
2011,9002416,Windham Technical High Schl,Credit Attainment,% Earning 24 Credits,61.90%
2012,9002416,Windham Technical High Schl,Credit Attainment,% Enrolled in 16 Months,46.30%
2012,9002416,Windham Technical High Schl,Credit Attainment,% Earning 24 Credits,66.10%
2013,9002416,Windham Technical High Schl,Credit Attainment,% Enrolled in 16 Months,41.20%
2013,9002416,Windham Technical High Schl,Credit Attainment,% Earning 24 Credits,66.70%
2014,9002416,Windham Technical High Schl,Credit Attainment,% Enrolled in 16 Months,37.50%
2014,9002416,Windham Technical High Schl,Credit Attainment,% Earning 24 Credits,68.80%
2015,9002416,Windham Technical High Schl,Credit Attainment,% Enrolled in 16 Months,34.10%
2015,9002416,Windham Technical High Schl,Credit Attainment,% Earning 24 Credits,64.40%
2016,9002416,Windham Technical High Schl,Credit Attainment,% Enrolled in 16 Months,31.80%
2016,9002416,Windham Technical High Schl,Credit Attainment,% Earning 24 Credits,63.40%
2010,9002516,Emmett O'Brien Technical HS,Credit Attainment,% Enrolled in 16 Months,21.30%
2010,9002516,Emmett O'Brien Technical HS,Credit Attainment,% Earning 24 Credits,56.50%
2011,9002516,Emmett O'Brien Technical HS,Credit Attainment,% Enrolled in 16 Months,40.70%
2011,9002516,Emmett O'Brien Technical HS,Credit Attainment,% Earning 24 Credits,50.00%
2012,9002516,Emmett O'Brien Technical HS,Credit Attainment,% Enrolled in 16 Months,36.90%
2012,9002516,Emmett O'Brien Technical HS,Credit Attainment,% Earning 24 Credits,43.80%
2013,9002516,Emmett O'Brien Technical HS,Credit Attainment,% Enrolled in 16 Months,30.40%
2013,9002516,Emmett O'Brien Technical HS,Credit Attainment,% Earning 24 Credits,62.90%
2014,9002516,Emmett O'Brien Technical HS,Credit Attainment,% Enrolled in 16 Months,35.00%
2014,9002516,Emmett O'Brien Technical HS,Credit Attainment,% Earning 24 Credits,48.80%
